Attrition,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Ticket_Medio,Transacoes_por_Mes,Gasto_Medio_Mensal,Rotativo_Ratio,Disponibilidade_Relativa,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Faixa_Idade,Renda_Class,Cluster,PC1,PC2
0,41,4,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,66.20833333333333,0.6666666666666666,44.138888888888886,0.2820800179311891,0.7179199820688109,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,1,-1.42752651295728,-0.03168601866102778
0,53,2,38,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,50.392857142857146,0.7368421052631579,37.13157894736842,0.5622641509433962,0.4377358490566038,F,College,Married,Less than $40K,Blue,50-69,Baixa,1,-3.0856071483763428,0.3979864277836879
0,58,0,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,53.79166666666666,0.4897959183673469,26.346938775510203,0.1350856232576662,0.8649143767423337,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0,-1.866421943140758,-2.5464447529529717
0,55,1,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,32.72093023255814,1.1944444444444444,39.083333333333336,0.54375,0.45625,F,College,Single,Less than $40K,Blue,50-69,Baixa,1,-2.9226341497913713,0.3454674451462192
0,55,3,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,50.729729729729726,1.0277777777777777,52.138888888888886,0.757166392092257,0.242833607907743,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1,-3.554557420475101,1.752311758862253
0,42,4,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,43.90909090909091,0.6111111111111112,26.83333333333333,0.0,1.0,F,High School,Married,Less than $40K,Gold,30-49,Baixa,0,-0.16905646101815142,-3.1463077792042182
0,57,1,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,52.285714285714285,0.5714285714285714,29.877551020408163,0.2412854030501089,0.7587145969498911,F,Graduate,Unknown,$40K - $60K,Blue,50-69,Média,0,-2.0828764060424994,-1.6105843840817644
1,66,0,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,44.0,0.2857142857142857,12.571428571428571,0.0767571682314133,0.9232428317685868,F,Doctorate,Married,Unknown,Blue,50-69,Baixa,0,-2.354589991207072,-3.6559418881320553
0,45,3,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,39.60714285714285,0.6829268292682927,27.04878048780488,0.0178252019983963,0.9821747980016036,M,Graduate,Single,$80K - $120K,Blue,30-49,Alta,0,0.5428958596223752,-3.886487875846371
0,51,2,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,48.10714285714285,0.6363636363636364,30.613636363636363,0.3551974214343271,0.6448025785656728,M,Unknown,Married,$40K - $60K,Blue,50-69,Média,1,-2.4154240498478794,-0.6011348446037867
0,50,1,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,53.21212121212121,0.7674418604651163,40.83720930232558,0.1454576976421636,0.8545423023578363,F,College,Single,$40K - $60K,Silver,50-69,Média,0,-0.8723874186607888,-1.505060473301544
0,49,3,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,54.875,0.8648648648648649,47.45945945945946,0.0,1.0,M,High School,Married,$60K - $80K,Blue,30-49,Alta,0,-0.6757559219309887,-2.272106119370734
0,38,4,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,45.30434782608695,0.8214285714285714,37.21428571428572,0.2090539165818921,0.7909460834181078,F,Graduate,Single,Unknown,Blue,30-49,Baixa,0,-1.2039527995866597,-1.027323604658814
0,49,4,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,51.57142857142857,0.9333333333333332,48.13333333333333,0.0,1.0,M,Uneducated,Single,$80K - $120K,Blue,30-49,Alta,0,1.2748597604335652,-3.5824850148702225
0,56,2,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,64.48148148148148,0.6,38.68888888888889,0.6263688129653964,0.3736311870346036,M,Doctorate,Married,$60K - $80K,Blue,50-69,Alta,1,-3.2880327386317467,0.7286500956517453
0,59,1,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,63.66666666666666,0.5192307692307693,33.05769230769231,0.792778649921507,0.2072213500784929,M,Doctorate,Married,$40K - $60K,Blue,50-69,Média,1,-3.7687163250741196,1.8400974656736013
0,46,3,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,45.07407407407408,0.675,30.425,0.073748586699558,0.926251413300442,M,High School,Married,$80K - $120K,Blue,30-49,Alta,0,-0.686501089484261,-2.802383197789433
0,52,1,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,28.5,1.0,28.5,0.2585879873551106,0.7414120126448893,M,College,Single,$80K - $120K,Blue,50-69,Alta,0,-2.1520615648034287,-1.2930437320106527
0,52,3,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,62.6,0.7317073170731707,45.80487804878049,0.5907704042715485,0.4092295957284516,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,1,-3.0457169546783023,0.6111076200432406
1,54,1,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,37.10526315789474,0.475,17.625,0.561774316901898,0.4382256830981019,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1,-3.317569751445973,-0.1562236401580295
0,66,0,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,51.21052631578947,0.7037037037037037,36.03703703703704,0.6871649321980448,0.3128350678019552,F,High School,Married,Less than $40K,Blue,50-69,Baixa,1,-3.6197004667298613,1.1617769358340746
0,49,2,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,40.4,0.9722222222222222,39.27777777777778,0.1273592065981885,0.8726407934018114,M,Unknown,Married,$120K +,Blue,30-49,Alta,0,-0.7926896468203645,-1.9734083299724587
1,56,2,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,40.13333333333333,0.4166666666666667,16.72222222222222,0.0,1.0,M,Graduate,Married,$120K +,Blue,50-69,Alta,0,-0.6317567718457452,-3.7914001676045563
0,49,4,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,32.875,0.8888888888888888,29.22222222222222,0.667070952092177,0.3329290479078229,F,Graduate,Unknown,Less than $40K,Blue,30-49,Baixa,1,-3.7711724471032677,0.6193657669529058
0,49,3,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,32.375,1.1111111111111112,35.97222222222222,0.8433261955745895,0.1566738044254104,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,1,-3.6489563652300063,2.0635733359568174
0,56,2,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,49.10344827586207,0.58,28.48,0.4217137729923733,0.5782862270076268,M,Uneducated,Married,$40K - $60K,Blue,50-69,Média,1,-2.8259509718276923,-0.39190134893930495
0,44,5,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,54.36,0.7142857142857143,38.82857142857143,0.1559062649450024,0.8440937350549976,F,Graduate,Married,Unknown,Blue,30-49,Baixa,0,-1.083149082734119,-1.1852964717450538
0,42,2,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,43.25925925925926,0.7941176470588235,34.35294117647059,0.5254796163069544,0.4745203836930455,M,High School,Single,$60K - $80K,Blue,30-49,Alta,1,-2.885288257043946,0.2930001240416551
0,55,3,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,33.24242424242424,0.7021276595744681,23.34042553191489,0.5867287543655413,0.4132712456344586,M,Unknown,Married,$80K - $120K,Blue,50-69,Alta,1,-3.5523140325928098,0.12138173813865057
1,48,2,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,46.06666666666667,0.4285714285714285,19.742857142857144,0.0,1.0,M,Graduate,Married,$60K - $80K,Silver,30-49,Alta,0,0.47501677361386024,-4.704235564209952
0,39,1,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,47.0,0.8484848484848485,39.87878787878788,0.2111036112048599,0.78889638879514,M,High School,Divorced,$60K - $80K,Blue,30-49,Alta,0,-1.618579890107235,-1.174009018763814
0,44,4,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,49.07692307692308,0.8125,39.875,0.087740535125433,0.9122594648745668,M,Post-Graduate,Single,$120K +,Blue,30-49,Alta,0,-0.08344379265575502,-2.311444522554944
0,53,2,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,56.04347826086956,0.5227272727272727,29.295454545454547,0.1108999592778607,0.8891000407221392,M,High School,Single,$120K +,Blue,50-69,Alta,0,-1.165131842312975,-2.3184343524641333
0,51,4,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,40.40625,0.8421052631578947,34.026315789473685,0.0438926874492988,0.9561073125507012,M,Uneducated,Single,$80K - $120K,Silver,50-69,Alta,0,0.29348192678787416,-3.73011144477808
0,57,2,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,38.65714285714286,0.6730769230769231,26.01923076923077,0.2759720534629404,0.7240279465370595,M,College,Married,$60K - $80K,Blue,50-69,Alta,0,-2.5595988051284753,-1.6383975421294303
0,44,2,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,40.42857142857143,1.4,56.6,0.7044145873320538,0.2955854126679462,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,1,-3.2527584608102487,1.1814154385928006
0,49,2,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,98.23529411764706,0.53125,52.1875,0.6561944279786603,0.3438055720213396,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,1,-2.278018136006817,1.8179706824549622
0,50,2,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,55.8,0.3947368421052631,22.026315789473685,0.0525691699604743,0.9474308300395256,M,Doctorate,Married,$80K - $120K,Blue,50-69,Alta,0,-0.5348237589513191,-2.9247789945520206
0,51,4,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,37.80487804878049,0.9761904761904762,36.90476190476191,0.051077761038359,0.948922238961641,M,Graduate,Single,$120K +,Blue,50-69,Alta,0,0.5250482123971348,-3.1159215875233377
0,55,2,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,42.77777777777778,0.8571428571428571,36.66666666666666,0.4666064981949459,0.5333935018050542,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1,-2.916242386009746,-0.6800997666256562
0,54,1,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,59.80952380952381,0.4883720930232558,29.209302325581397,0.697594501718213,0.3024054982817869,M,Graduate,Unknown,$60K - $80K,Blue,50-69,Alta,1,-3.8110780866146596,0.5370234671046985
0,42,5,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,39.82857142857143,0.945945945945946,37.67567567567568,0.0666870335617335,0.9333129664382664,M,Uneducated,Married,$80K - $120K,Blue,30-49,Alta,0,-0.3654502482234491,-2.888692335672301
0,44,1,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,55.875,0.6857142857142857,38.31428571428572,0.0794669299111549,0.920533070088845,M,College,Single,$60K - $80K,Blue,30-49,Alta,0,-0.16711429221319168,-2.3323129561225096
0,53,2,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,39.06060606060606,0.9166666666666666,35.80555555555556,0.2873672230652503,0.7126327769347496,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0,-2.212166225119063,-1.1892624117760784
0,44,4,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,48.34782608695652,0.6388888888888888,30.88888888888889,0.3595714285714286,0.6404285714285715,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,1,-2.501931717218456,-0.29216487895571913
0,37,3,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,41.03508771929825,1.9655172413793105,80.65517241379311,0.25589656152316,0.74410343847684,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,0,-0.6647267780800975,0.0297059207546055
0,49,3,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,63.82608695652174,0.7666666666666667,48.93333333333333,0.7188485804416404,0.2811514195583596,M,Graduate,Divorced,$60K - $80K,Blue,30-49,Alta,1,-3.448076329485809,1.0257348406284972
0,47,2,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,38.114285714285714,0.9210526315789472,35.10526315789474,0.0657002491004705,0.9342997508995294,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0,-0.317195435395964,-3.145555134243278
0,47,3,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,35.53658536585366,1.108108108108108,39.37837837837838,0.1978522236488852,0.8021477763511148,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,0,-1.2867099133532052,-0.8370026222018854
0,44,1,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,55.27586206896552,0.8055555555555556,44.52777777777778,0.0444141847259242,0.9555858152740758,M,Unknown,Unknown,$120K +,Blue,30-49,Alta,0,0.3728059248176555,-3.402851905674634
1,55,4,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,51.25,0.2666666666666666,13.666666666666666,0.0,1.0,F,Unknown,Married,$40K - $60K,Blue,50-69,Média,0,-1.5387612793916683,-3.319880728798943
0,59,1,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,53.4,0.3846153846153846,20.53846153846154,0.1398401263199447,0.8601598736800553,F,Graduate,Married,Unknown,Blue,50-69,Baixa,0,-1.766071423519882,-2.576493265396565
0,53,1,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,58.888888888888886,0.7714285714285715,45.42857142857143,0.0353169544559045,0.9646830455440956,M,Graduate,Divorced,$80K - $120K,Blue,50-69,Alta,0,0.5598153719825127,-3.098404838697027
0,52,2,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,43.74285714285714,0.7446808510638298,32.57446808510638,0.6191247974068071,0.3808752025931928,M,Graduate,Married,$60K - $80K,Blue,50-69,Alta,1,-3.4431786410664458,0.5302935243538852
0,53,2,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,39.096774193548384,0.8857142857142857,34.628571428571426,0.1079831932773109,0.8920168067226891,M,High School,Single,$120K +,Blue,50-69,Alta,0,-0.854326177469429,-2.2460546736296396
0,43,3,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,38.65625,0.9142857142857144,35.34285714285714,0.0,1.0,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,0,-0.9850024136185249,-2.793514064251748
0,44,3,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,100.92857142857144,0.4516129032258064,45.58064516129032,0.0656161806208842,0.9343838193791156,M,High School,Single,$60K - $80K,Blue,30-49,Alta,0,-0.008258911089995427,-1.5034274705656823
0,57,2,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,52.27586206896552,0.6444444444444445,33.68888888888889,0.0,1.0,M,Unknown,Married,$120K +,Blue,50-69,Alta,0,-1.0663238727672633,-2.5937361496706397
0,51,2,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,60.76190476190476,0.5833333333333334,35.44444444444444,0.0,1.0,F,High School,Single,Less than $40K,Blue,50-69,Baixa,0,-0.45358789503952374,-2.7730988842269526
0,49,4,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,44.68571428571428,0.9210526315789472,41.1578947368421,0.062392179413456,0.937607820586544,M,High School,Single,$80K - $120K,Blue,30-49,Alta,0,0.4065753065500293,-2.307894762989331
0,45,1,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,43.088235294117645,0.9444444444444444,40.69444444444444,0.0,1.0,M,Graduate,Single,$40K - $60K,Blue,30-49,Média,0,-0.7475816589118793,-2.8486513561523448
0,53,0,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,44.3448275862069,0.6904761904761905,30.61904761904762,0.7646396396396397,0.2353603603603603,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,1,-4.090866879602921,1.1502802804177013
0,45,3,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,65.6,0.7142857142857143,46.85714285714285,0.9625246548323472,0.0374753451676528,F,Unknown,Married,Unknown,Blue,30-49,Baixa,1,-4.03256168072651,2.8990223953127825
0,64,1,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,52.28125,0.6153846153846154,32.17307692307692,0.5236980690462258,0.4763019309537741,M,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1,-3.4214275955066844,-0.4715228433332829
0,45,3,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,43.766666666666666,0.8571428571428571,37.51428571428571,0.3474232773595831,0.6525767226404169,M,Graduate,Married,$40K - $60K,Blue,30-49,Média,0,-2.331500486105508,-0.9844032444178545
0,53,3,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,38.30952380952381,1.2,45.97142857142857,0.4502507257851676,0.5497492742148324,M,Doctorate,Married,$40K - $60K,Blue,50-69,Média,1,-2.484914329176877,0.01001260001062759
0,56,3,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,60.94736842105263,0.38,23.16,0.2322221075446382,0.7677778924553618,M,College,Married,$120K +,Blue,50-69,Alta,0,-1.981452316804544,-1.5325237270414334
1,47,2,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,46.44444444444444,0.4864864864864865,22.594594594594597,0.2987704165902,0.7012295834098,M,Unknown,Married,$80K - $120K,Blue,30-49,Alta,0,-2.2559348664975802,-1.3259301950102471
0,49,3,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,58.59090909090909,0.5116279069767442,29.976744186046517,0.0850989927058006,0.9149010072941992,F,College,Single,Unknown,Blue,30-49,Baixa,0,-0.5699818918098253,-2.6187994777605383
